243373@S,0.24396909606448688,-0.6099227401612172,1.0978609322901909,-0.6099227401612172,-1.4638145763869215,-1.4638145763869215,-1.4638145763869215,-0.6099227401612172,4.513428277193007,-1.4638145763869215,-1.4638145763869215,0.24396909606448688,3.6595364409673032,-0.6099227401612172,0.24396909606448688,1.951752768515895,1.0978609322901909,-0.6099227401612172,-1.4638145763869215,-0.6099227401612172,-0.6099227401612172,0.2623568539975393,0.3485556246315804,0.38908752137088215
129522@S,0.25877360845358105,-1.552641650721486,-0.6469340211339525,0.25877360845358105,0.25877360845358105,-1.552641650721486,-0.6469340211339525,-0.6469340211339525,1.1644812380411145,1.1644812380411145,-0.6469340211339525,-0.6469340211339525,2.975896497216182,0.25877360845358105,-0.6469340211339525,2.975896497216182,-1.552641650721486,2.975896497216182,-1.552641650721486,-0.6469340211339525,-1.552641650721486,0.31920263930659937,0.3763911813634843,0.304406179329913
219062@S,1.9923193583296306,-1.4942395187472228,1.1206796390604172,1.1206796390604172,-0.6225997994780095,-0.6225997994780095,-0.6225997994780095,-0.6225997994780095,3.7355987968680573,-1.4942395187472228,-0.6225997994780095,-0.6225997994780095,1.1206796390604172,-0.6225997994780095,-1.4942395187472228,1.1206796390604172,1.9923193583296306,0.24903991979120382,-1.4942395187472228,-0.6225997994780095,-1.4942395187472228,0.3305589495027924,0.31993068064909563,0.3495103698481109
150922@S,1.337612933458369,-1.7834839112778254,1.337612933458369,1.337612933458369,-1.7834839112778254,-1.7834839112778254,0.29724731854630426,-0.7431182963657605,4.458709778194564,0.29724731854630426,-1.7834839112778254,-0.7431182963657605,1.337612933458369,0.29724731854630426,0.29724731854630426,2.377978548370434,-1.7834839112778254,1.337612933458369,-1.7834839112778254,-0.7431182963657605,-1.7834839112778254,0.28401838517840994,0.31229943177209407,0.4036821830494948
90125@S,1.3880336632644026,-1.8507115510192036,1.3880336632644026,1.3880336632644026,-1.8507115510192036,-1.8507115510192036,1.3880336632644026,-0.7711298129246681,4.626778877548008,-1.8507115510192036,-1.8507115510192036,-0.7711298129246681,2.467615401358938,0.30845192516986725,0.30845192516986725,1.3880336632644026,-1.8507115510192036,1.3880336632644026,-0.7711298129246681,-0.7711298129246681,-1.8507115510192036,0.26141854391854036,0.3195251565164137,0.4190562995650476
138858@S,0.25551486629329184,-1.5330891977597512,1.1498168983198134,2.0441189303463347,-1.5330891977597512,-1.5330891977597512,1.1498168983198134,-0.6387871657332297,3.832722994399378,-1.5330891977597512,-1.5330891977597512,-1.5330891977597512,2.0441189303463347,0.25551486629329184,0.25551486629329184,1.1498168983198134,-0.6387871657332297,1.1498168983198134,-0.6387871657332297,-0.6387871657332297,-1.5330891977597512,0.3051122372008641,0.3352464868036846,0.35964127599545126
29483@H,0.2028449735818879,-1.2170698414913275,0.9128023811184955,-0.5071124339547197,-0.5071124339547197,0.2028449735818879,-0.5071124339547197,-0.5071124339547197,1.6227597886551033,-1.2170698414913275,-1.2170698414913275,-0.5071124339547197,2.3327171961917115,-0.5071124339547197,-0.5071124339547197,3.0426746037283183,2.3327171961917115,0.2028449735818879,-1.2170698414913275,-1.2170698414913275,-1.2170698414913275,0.2913463265456634,0.349030174721614,0.35962349873272087
327400@H,0.198714500226859,-1.1922870013611537,0.198714500226859,-0.49678625056714737,1.589716001814872,-0.49678625056714737,0.198714500226859,-0.49678625056714737,2.2852167526088785,-1.1922870013611537,-1.1922870013611537,-0.49678625056714737,0.198714500226859,-0.49678625056714737,-0.49678625056714737,3.676218254196891,0.8942152510208654,0.8942152510208654,-1.1922870013611537,-1.1922870013611537,-1.1922870013611537,0.3095559079243046,0.35098579823427056,0.33945829384142356
260821@S,2.14325433028689,-0.6697669782146531,-0.6697669782146531,-1.6074407477151673,-0.6697669782146531,-0.6697669782146531,-0.6697669782146531,-0.6697669782146531,4.018601869287918,-1.6074407477151673,-1.6074407477151673,0.26790679128586126,3.0809280997874047,0.26790679128586126,-0.6697669782146531,2.14325433028689,2.14325433028689,0.26790679128586126,-1.6074407477151673,-1.6074407477151673,-1.6074407477151673,0.3409193976232439,0.3915629414163701,0.26751766096038493
176850@H,0.2708422071155747,-1.6250532426934483,1.2187899320200861,-0.6771055177889368,1.2187899320200861,1.2187899320200861,0.2708422071155747,-0.6771055177889368,1.2187899320200861,-0.6771055177889368,-1.6250532426934483,-0.6771055177889368,1.2187899320200861,-0.6771055177889368,-0.6771055177889368,3.11468538182911,1.2187899320200861,1.2187899320200861,-1.6250532426934483,-1.6250532426934483,-1.6250532426934483,0.2651897759656701,0.35254921187288557,0.3822610121614449
110692@H,0.19090453675281918,-1.145427220516915,0.8590704153876862,-1.145427220516915,-0.47726134188204794,-0.47726134188204794,-0.47726134188204794,-0.47726134188204794,2.195402172657421,-1.145427220516915,-1.145427220516915,-0.47726134188204794,2.195402172657421,-1.145427220516915,-0.47726134188204794,3.531733929927155,2.195402172657421,0.19090453675281918,-1.145427220516915,-1.145427220516915,-0.47726134188204794,0.3604015539664202,0.2908266560570874,0.34877178997649055
195201@S,-1.1667742886836696,-0.48615595361819564,0.1944623814472783,0.8750807165127522,0.8750807165127522,-1.1667742886836696,-0.48615595361819564,-1.1667742886836696,1.5556990515782263,-1.1667742886836696,-0.48615595361819564,-1.1667742886836696,2.2363173866437007,-0.48615595361819564,0.1944623814472783,2.2363173866437007,2.2363173866437007,0.8750807165127522,-1.1667742886836696,-1.1667742886836696,-1.1667742886836696,0.3173597714797716,0.3010012813131969,0.38163894720703045
128170@S,1.991569977246671,-1.4936774829350032,0.24894624715583388,0.24894624715583388,-0.6223656178895847,-1.4936774829350032,1.1202581122012525,-0.6223656178895847,3.734193707337508,-1.4936774829350032,-1.4936774829350032,-0.6223656178895847,1.1202581122012525,1.1202581122012525,-0.6223656178895847,2.8628818422920896,-0.6223656178895847,-0.6223656178895847,-1.4936774829350032,0.24894624715583388,-1.4936774829350032,0.300263539911159,0.3403719625074933,0.3593644975813481
7063@H,0.2197935871143779,-1.3187615226862677,2.5276262518153465,0.9890711420147007,0.2197935871143779,-1.3187615226862677,-0.5494839677859448,-1.3187615226862677,0.9890711420147007,-0.5494839677859448,-0.5494839677859448,-1.3187615226862677,0.9890711420147007,-1.3187615226862677,-0.5494839677859448,2.5276262518153465,1.7583486969150233,0.9890711420147007,-1.3187615226862677,0.2197935871143779,-1.3187615226862677,0.32017611290951886,0.30670154659544224,0.37312234049503884
