243373@S,0.08812585084990573,-0.22031462712476435,0.3965663288245758,-0.22031462712476435,-0.5287551050994345,-0.5287551050994345,-0.5287551050994345,-0.22031462712476435,1.6303282407232562,-0.5287551050994345,-0.5287551050994345,0.08812585084990573,1.321887762748586,-0.22031462712476435,0.08812585084990573,0.7050068067992459,0.3965663288245758,-0.22031462712476435,-0.5287551050994345,-0.22031462712476435,-0.22031462712476435,0.09476782657228996,0.1259043111798849,0.14054513226882864,0.13631148697803436,0.13320238325097816,0.13784171465545506,0.12801592448773477,0.10341122060679488
129522@S,0.09793707752931952,-0.587622465175917,-0.24484269382329876,0.09793707752931952,0.09793707752931952,-0.587622465175917,-0.24484269382329876,-0.24484269382329876,0.44071684888193774,0.44071684888193774,-0.24484269382329876,-0.24484269382329876,1.1262763915871745,0.09793707752931952,-0.24484269382329876,1.1262763915871745,-0.587622465175917,1.1262763915871745,-0.587622465175917,-0.24484269382329876,-0.587622465175917,0.12080742630654158,0.14245135943667983,0.11520746556651058,0.14722855477522134,0.1352487841306492,0.10773989161913441,0.10366254164048602,0.12765397652477586
219062@S,0.7695328709611853,-0.577149653220889,0.43286223991566675,0.43286223991566675,-0.24047902217537037,-0.24047902217537037,-0.24047902217537037,-0.24047902217537037,1.4428741330522223,-0.577149653220889,-0.24047902217537037,-0.24047902217537037,0.43286223991566675,-0.24047902217537037,-0.577149653220889,0.43286223991566675,0.7695328709611853,0.09619160887014816,-0.577149653220889,-0.24047902217537037,-0.577149653220889,0.12767831440741875,0.12357314812966406,0.13499829593856855,0.11192198024904298,0.11953554625393477,0.1114741093591385,0.14033434048929755,0.1304842651729343
150922@S,0.4520270297089957,-0.602702706278661,0.4520270297089957,0.4520270297089957,-0.602702706278661,-0.602702706278661,0.10045045104644348,-0.2511261276161087,1.5067567656966523,0.10045045104644348,-0.602702706278661,-0.2511261276161087,0.4520270297089957,0.10045045104644348,0.10045045104644348,0.8036036083715479,-0.602702706278661,0.4520270297089957,-0.602702706278661,-0.2511261276161087,-0.602702706278661,0.09597992350672634,0.10553709596599116,0.1364185808808834,0.14577016656059516,0.12619411612355932,0.1450930644341412,0.12180637794554357,0.12320067458255962
90125@S,0.44879086012200486,-0.5983878134960064,0.44879086012200486,0.44879086012200486,-0.5983878134960064,-0.5983878134960064,0.44879086012200486,-0.24932825562333602,1.495969533740016,-0.5983878134960064,-0.5983878134960064,-0.24932825562333602,0.7978504179946752,0.0997313022493344,0.0997313022493344,0.44879086012200486,-0.5983878134960064,0.44879086012200486,-0.24932825562333602,-0.24932825562333602,-0.5983878134960064,0.08452406903527342,0.10331159367300134,0.13549285013667392,0.13750171320566518,0.12135939304708605,0.13826006891045198,0.13612933175986724,0.14342098023198133
138858@S,0.09426544220889432,-0.5655926532533659,0.42419448994002446,0.7541235376711546,-0.5655926532533659,-0.5655926532533659,0.42419448994002446,-0.2356636055222358,1.413981633133415,-0.5655926532533659,-0.5655926532533659,-0.5655926532533659,0.7541235376711546,0.09426544220889432,0.09426544220889432,0.42419448994002446,-0.2356636055222358,0.42419448994002446,-0.2356636055222358,-0.2356636055222358,-0.5655926532533659,0.11256307854146802,0.1236803117797974,0.13268012311803504,0.1373059672582016,0.10307820570719144,0.13912700037630032,0.13253029551333942,0.11903501770566674
29483@H,0.07754786019565321,-0.4652871611739192,0.3489653708804394,-0.193869650489133,-0.193869650489133,0.07754786019565321,-0.193869650489133,-0.193869650489133,0.6203828815652257,-0.4652871611739192,-0.4652871611739192,-0.193869650489133,0.891800392250012,-0.193869650489133,-0.193869650489133,1.163217902934798,0.891800392250012,0.07754786019565321,-0.4652871611739192,-0.4652871611739192,-0.4652871611739192,0.11138202638459459,0.13343462603695946,0.1374844656505052,0.14637435009144328,0.1337449894074881,0.10719082487257406,0.09365917745439253,0.13672954010204214
327400@H,0.07464854704776039,-0.4478912822865623,0.07464854704776039,-0.18662136761940096,0.5971883763820831,-0.18662136761940096,0.07464854704776039,-0.18662136761940096,0.8584582910492445,-0.4478912822865623,-0.4478912822865623,-0.18662136761940096,0.07464854704776039,-0.18662136761940096,-0.18662136761940096,1.380998120383567,0.33591846171492173,0.33591846171492173,-0.4478912822865623,-0.4478912822865623,-0.4478912822865623,0.1162869278800435,0.13185036745016213,0.12751997659780703,0.15499746065005157,0.12363220548786749,0.11240958377490176,0.11356004150374346,0.1197434366554224
260821@S,0.8054152709049186,-0.25169227215778706,-0.25169227215778706,-0.6040614531786889,-0.25169227215778706,-0.25169227215778706,-0.25169227215778706,-0.25169227215778706,1.5101536329467222,-0.6040614531786889,-0.6040614531786889,0.10067690886311483,1.1577844519258205,0.10067690886311483,-0.25169227215778706,0.8054152709049186,0.8054152709049186,0.10067690886311483,-0.6040614531786889,-0.6040614531786889,-0.6040614531786889,0.12811437500126824,0.14714575311040096,0.1005306772647077,0.1225407061020848,0.13017934877739293,0.1404108424416258,0.11420097380835904,0.11687732349416016
176850@H,0.1084610081368141,-0.6507660488208846,0.4880745366156634,-0.27115252034203524,0.4880745366156634,0.4880745366156634,0.1084610081368141,-0.27115252034203524,0.4880745366156634,-0.27115252034203524,-0.6507660488208846,-0.27115252034203524,0.4880745366156634,-0.27115252034203524,-0.27115252034203524,1.2473015935733622,0.4880745366156634,0.4880745366156634,-0.6507660488208846,-0.6507660488208846,-0.6507660488208846,0.10619744520298757,0.14118125584929775,0.15307959269707597,0.1469737235968687,0.12412654681835823,0.1058243129783284,0.10242063383174292,0.12019648902534083
