243373@S,0.929913178737754,-2.324782946844385,4.184609304319894,-2.324782946844385,-5.579479072426524,-5.579479072426524,-5.579479072426524,-2.324782946844385,17.20339380664845,-5.579479072426524,-5.579479072426524,0.929913178737754,13.94869768106631,-2.324782946844385,0.929913178737754,7.439305429902032,4.184609304319894,-2.324782946844385,-5.579479072426524,-2.324782946844385,-2.324782946844385,1.000000000000007
129522@S,0.810687558898979,-4.864125353393874,-2.0267188972474472,0.810687558898979,0.810687558898979,-4.864125353393874,-2.0267188972474472,-2.0267188972474472,3.6480940150454053,3.6480940150454053,-2.0267188972474472,-2.0267188972474472,9.32290692733826,0.810687558898979,-2.0267188972474472,9.32290692733826,-4.864125353393874,9.32290692733826,-4.864125353393874,-2.0267188972474472,-4.864125353393874,0.9999999999999897
219062@S,6.027122730533709,-4.520342047900281,3.3902565359252117,3.3902565359252117,-1.883475853291784,-1.883475853291784,-1.883475853291784,-1.883475853291784,11.300855119750706,-4.520342047900281,-1.883475853291784,-1.883475853291784,3.3902565359252117,-1.883475853291784,-4.520342047900281,3.3902565359252117,6.027122730533709,0.7533903413167137,-4.520342047900281,-1.883475853291784,-4.520342047900281,0.9999999999999971
150922@S,4.7095998120619,-6.279466416082533,4.7095998120619,4.7095998120619,-6.279466416082533,-6.279466416082533,1.0465777360137556,-2.6164443400343886,15.698666040206334,1.0465777360137556,-6.279466416082533,-2.6164443400343886,4.7095998120619,1.0465777360137556,1.0465777360137556,8.372621888110045,-6.279466416082533,4.7095998120619,-6.279466416082533,-2.6164443400343886,-6.279466416082533,0.999999999999996
90125@S,5.3096220430977965,-7.079496057463729,5.3096220430977965,5.3096220430977965,-7.079496057463729,-7.079496057463729,5.3096220430977965,-2.94979002394322,17.698740143659318,-7.079496057463729,-7.079496057463729,-2.94979002394322,9.439328076618303,1.1799160095772878,1.1799160095772878,5.3096220430977965,-7.079496057463729,5.3096220430977965,-2.94979002394322,-2.94979002394322,-7.079496057463729,1.0000000000000062
138858@S,0.8374454877241752,-5.024672926345051,3.768504694758788,6.699563901793401,-5.024672926345051,-5.024672926345051,3.768504694758788,-2.093613719310438,12.561682315862628,-5.024672926345051,-5.024672926345051,-5.024672926345051,6.699563901793401,0.8374454877241752,0.8374454877241752,3.768504694758788,-2.093613719310438,3.768504694758788,-2.093613719310438,-2.093613719310438,-5.024672926345051,1.0
29483@H,0.6962331599883561,-4.177398959930136,3.133049219947602,-1.7405828999708899,-1.7405828999708899,0.6962331599883561,-1.7405828999708899,-1.7405828999708899,5.569865279906849,-4.177398959930136,-4.177398959930136,-1.7405828999708899,8.006681339866097,-1.7405828999708899,-1.7405828999708899,10.44349739982534,8.006681339866097,0.6962331599883561,-4.177398959930136,-4.177398959930136,-4.177398959930136,0.999999999999994
327400@H,0.6419341228514033,-3.8516047371084197,0.6419341228514033,-1.604835307128508,5.135472982811226,-1.604835307128508,0.6419341228514033,-1.604835307128508,7.382242412791139,-3.8516047371084197,-3.8516047371084197,-1.604835307128508,0.6419341228514033,-1.604835307128508,-1.604835307128508,11.87578127275096,2.8887035528313145,2.8887035528313145,-3.8516047371084197,-3.8516047371084197,-3.8516047371084197,0.9999999999999963
260821@S,6.286689303186647,-1.9645904072458273,-1.9645904072458273,-4.715016977389985,-1.9645904072458273,-1.9645904072458273,-1.9645904072458273,-1.9645904072458273,11.787542443474964,-4.715016977389985,-4.715016977389985,0.7858361628983309,9.037115873330807,0.7858361628983309,-1.9645904072458273,6.286689303186647,6.286689303186647,0.7858361628983309,-4.715016977389985,-4.715016977389985,-4.715016977389985,0.9999999999999967
176850@H,1.0213146646748437,-6.127887988049062,4.595915991036796,-2.5532866616871095,4.595915991036796,4.595915991036796,1.0213146646748437,-2.5532866616871095,4.595915991036796,-2.5532866616871095,-6.127887988049062,-2.5532866616871095,4.595915991036796,-2.5532866616871095,-2.5532866616871095,11.745118643760705,4.595915991036796,4.595915991036796,-6.127887988049062,-6.127887988049062,-6.127887988049062,1.0000000000000022
