243373@S,0.059167001365813675,-0.1479175034145342,0.26625150614616155,-0.1479175034145342,-0.3550020081948821,-0.3550020081948821,-0.3550020081948821,-0.1479175034145342,1.094589525267553,-0.3550020081948821,-0.3550020081948821,0.059167001365813675,0.8875050204872051,-0.1479175034145342,0.059167001365813675,0.4733360109265094,0.26625150614616155,-0.1479175034145342,-0.3550020081948821,-0.1479175034145342,-0.1479175034145342,0.06362637149214964,0.08453116173856548,0.09436089357107345,0.0915184575062072,0.08943102977993764,0.09254584030259189,0.08594888226284632,0.06942947809154953,0.076639737869354,0.08676085396802874,0.0779921965901618,0.08721509682753471
129522@S,0.06480618693869498,-0.3888371216321699,-0.16201546734673747,0.06480618693869498,0.06480618693869498,-0.3888371216321699,-0.16201546734673747,-0.16201546734673747,0.29162784122412744,0.29162784122412744,-0.16201546734673747,-0.16201546734673747,0.7452711497949924,0.06480618693869498,-0.16201546734673747,0.7452711497949924,-0.3888371216321699,0.7452711497949924,-0.3888371216321699,-0.16201546734673747,-0.3888371216321699,0.07993978225928333,0.09426184303448298,0.07623421832248772,0.09742297283294465,0.08949580903083494,0.07129283140937191,0.06859479802307175,0.08447023001738826,0.07993013605658528,0.08802639552493531,0.09035996047889461,0.07997102300971831
219062@S,0.5265734235378132,-0.3949300676533599,0.29619755074001997,0.29619755074001997,-0.16455419485556663,-0.16455419485556663,-0.16455419485556663,-0.16455419485556663,0.9873251691333998,-0.3949300676533599,-0.16455419485556663,-0.16455419485556663,0.29619755074001997,-0.16455419485556663,-0.3949300676533599,0.29619755074001997,0.5265734235378132,0.06582167794222665,-0.3949300676533599,-0.16455419485556663,-0.3949300676533599,0.08736729731255746,0.08455822762542477,0.09237619021439887,0.07658560476468942,0.0817953906852303,0.07627913714426748,0.09602752124034719,0.0892873440794104,0.07963003997502982,0.07534662960319624,0.07919044880565762,0.08155616854979003
150922@S,0.30435624867745825,-0.40580833156994434,0.30435624867745825,0.30435624867745825,-0.40580833156994434,-0.40580833156994434,0.06763472192832407,-0.16908680482081015,1.0145208289248608,0.06763472192832407,-0.40580833156994434,-0.16908680482081015,0.30435624867745825,0.06763472192832407,0.06763472192832407,0.5410777754265925,-0.40580833156994434,0.30435624867745825,-0.40580833156994434,-0.16908680482081015,-0.40580833156994434,0.06462465194982404,0.07105963252949861,0.09185257694332483,0.09814913301099015,0.08496829893836262,0.09769323048827656,0.08201397221834443,0.08295277203803442,0.08427737216420123,0.0857311795660447,0.08299844850215637,0.07367873165094184
90125@S,0.2997271471848703,-0.39963619624649377,0.2997271471848703,0.2997271471848703,-0.39963619624649377,-0.39963619624649377,0.2997271471848703,-0.1665150817693724,0.9990904906162343,-0.39963619624649377,-0.39963619624649377,-0.1665150817693724,0.5328482616619916,0.06660603270774895,0.06660603270774895,0.2997271471848703,-0.39963619624649377,0.2997271471848703,-0.1665150817693724,-0.1665150817693724,-0.39963619624649377,0.056449808433069217,0.06899714765651245,0.09048955547885329,0.09183118439836851,0.08105045778383708,0.09233765592473901,0.09091463281020416,0.09578439551933673,0.08750927318240241,0.0855934309300865,0.07937718339035174,0.07966527449223916
138858@S,0.06265802864365529,-0.37594817186193175,0.2819611288964488,0.5012642291492423,-0.37594817186193175,-0.37594817186193175,0.2819611288964488,-0.15664507160913824,0.9398704296548294,-0.37594817186193175,-0.37594817186193175,-0.37594817186193175,0.5012642291492423,0.06265802864365529,0.06265802864365529,0.2819611288964488,-0.15664507160913824,0.2819611288964488,-0.15664507160913824,-0.15664507160913824,-0.37594817186193175,0.07482042659747738,0.08221002667108435,0.08819218114259415,0.09126696939843595,0.06851585283422551,0.09247740603991504,0.08809259106879146,0.07912231008762978,0.0915920047635497,0.07733418005258094,0.08327546737313958,0.08310058397057615
29483@H,0.052967611120290865,-0.3178056667217452,0.2383542500413089,-0.13241902780072715,-0.13241902780072715,0.052967611120290865,-0.13241902780072715,-0.13241902780072715,0.4237408889623269,-0.3178056667217452,-0.3178056667217452,-0.13241902780072715,0.609127527883345,-0.13241902780072715,-0.13241902780072715,0.7945141668043629,0.609127527883345,0.052967611120290865,-0.3178056667217452,-0.3178056667217452,-0.3178056667217452,0.07607740361171017,0.09114001810076088,0.0939061850744031,0.0999782538688729,0.09135200597862969,0.07321468204524299,0.06397214412795173,0.09339054734081667,0.08160993928492226,0.07262173589479225,0.08608168223005476,0.07665540244184216
327400@H,0.05005692697877786,-0.30034156187266714,0.05005692697877786,-0.12514231744694462,0.40045541583022287,-0.12514231744694462,0.05005692697877786,-0.12514231744694462,0.5756546602559455,-0.30034156187266714,-0.30034156187266714,-0.12514231744694462,0.05005692697877786,-0.12514231744694462,-0.12514231744694462,0.9260531491073903,0.22525617140450035,0.22525617140450035,-0.30034156187266714,-0.30034156187266714,-0.30034156187266714,0.07797829278249006,0.08841463734525304,0.08551081580741093,0.10393633736356028,0.08290380090548748,0.07537826989633133,0.07614973003590986,0.08029611696277783,0.07556440909297833,0.07762588903708853,0.08786200426036751,0.08837969651034441
260821@S,0.5304672547874708,-0.1657710171210846,-0.1657710171210846,-0.3978504410906031,-0.1657710171210846,-0.1657710171210846,-0.1657710171210846,-0.1657710171210846,0.9946261027265076,-0.3978504410906031,-0.3978504410906031,0.06630840684843385,0.7625466787569893,0.06630840684843385,-0.1657710171210846,0.5304672547874708,0.5304672547874708,0.06630840684843385,-0.3978504410906031,-0.3978504410906031,-0.3978504410906031,0.08437942917245513,0.09691398527670089,0.06621209494900455,0.08070846718942466,0.08573947412044607,0.09247819953639579,0.07521570456705147,0.07697841744569246,0.0904231337820979,0.0848488357209092,0.08034477579270763,0.08575748244711408
176850@H,0.0721177421602623,-0.43270645296157384,0.3245298397211804,-0.18029435540065578,0.3245298397211804,0.3245298397211804,0.0721177421602623,-0.18029435540065578,0.3245298397211804,-0.18029435540065578,-0.43270645296157384,-0.18029435540065578,0.3245298397211804,-0.18029435540065578,-0.18029435540065578,0.8293540348430166,0.3245298397211804,0.3245298397211804,-0.43270645296157384,-0.43270645296157384,-0.43270645296157384,0.07061265705337015,0.09387404360430052,0.10178546913559951,0.09772556317494673,0.08253405027729656,0.07036455449529957,0.06810138490738575,0.0799208817344204,0.07793177038408085,0.07574230272997053,0.09428244935607334,0.08712487314725618
