243373@S,0.05418828180025997,-0.13547070450064994,0.24384726810116986,-0.13547070450064994,-0.32512969080155985,-0.32512969080155985,-0.32512969080155985,-0.13547070450064994,1.0024832133048094,-0.32512969080155985,-0.32512969080155985,0.05418828180025997,0.8128242270038996,-0.13547070450064994,0.05418828180025997,0.43350625440207974,0.24384726810116986,-0.13547070450064994,-0.32512969080155985,-0.13547070450064994,-0.13547070450064994,0.05827240976820488,0.07741812678442381,0.0864207171855776,0.0838174632952902,0.08190568613475072,0.08475839501740041,0.07871655052587322,0.06358720295471446,0.07019074174616147,0.07946019733167002,0.0714293952623881,0.07987621706409621,0.08414689692944924
129522@S,0.06094173251037511,-0.3656503950622506,-0.15235433127593775,0.06094173251037511,0.06094173251037511,-0.3656503950622506,-0.15235433127593775,-0.15235433127593775,0.27423779629668793,0.27423779629668793,-0.15235433127593775,-0.15235433127593775,0.7008299238693138,0.06094173251037511,-0.15235433127593775,0.7008299238693138,-0.3656503950622506,0.7008299238693138,-0.3656503950622506,-0.15235433127593775,-0.3656503950622506,0.07517289718019284,0.08864091987971086,0.0716882995375339,0.09161354850837349,0.08415908900667354,0.06704157221543054,0.06450442512039306,0.07943319003908048,0.07516382618971593,0.08277729802260626,0.08497171028380443,0.07520227501503186,0.05963094900145187
219062@S,0.4834043710445357,-0.3625532782834018,0.27191495871255134,0.27191495871255134,-0.1510638659514174,-0.1510638659514174,-0.1510638659514174,-0.1510638659514174,0.9063831957085045,-0.3625532782834018,-0.1510638659514174,-0.1510638659514174,0.27191495871255134,-0.1510638659514174,-0.3625532782834018,0.27191495871255134,0.4834043710445357,0.060425546380566963,-0.3625532782834018,-0.1510638659514174,-0.3625532782834018,0.08020483282936704,0.0776260536798129,0.08480309133352075,0.07030703496884998,0.07508971706715167,0.07002569189175308,0.08815508233643773,0.08196747210855958,0.0731018841242684,0.06916963231632435,0.07269833110915531,0.07487010661825076,0.0819810696165481
150922@S,0.28256975048845445,-0.37675966731793925,0.28256975048845445,0.28256975048845445,-0.37675966731793925,-0.37675966731793925,0.06279327788632322,-0.15698319471580802,0.9418991682948482,0.06279327788632322,-0.37675966731793925,-0.15698319471580802,0.28256975048845445,0.06279327788632322,0.06279327788632322,0.5023462230905857,-0.37675966731793925,0.28256975048845445,-0.37675966731793925,-0.15698319471580802,-0.37675966731793925,0.05999867542137132,0.06597302575818227,0.08527756489764872,0.09112339945734024,0.07888607884599598,0.09070013145265815,0.0761432294129239,0.07701482785048229,0.07824461014926659,0.07959435077914445,0.07705723469156481,0.06840464393085545,0.07158222735256564
90125@S,0.27753748282024465,-0.37004997709365955,0.27753748282024465,0.27753748282024465,-0.37004997709365955,-0.37004997709365955,0.27753748282024465,-0.15418749045569147,0.9251249427341488,-0.37004997709365955,-0.37004997709365955,-0.15418749045569147,0.4933999694582127,0.061674996182276585,0.061674996182276585,0.27753748282024465,-0.37004997709365955,0.27753748282024465,-0.15418749045569147,-0.15418749045569147,-0.37004997709365955,0.05227066645563391,0.06388909000142724,0.08379035294268314,0.0850326572074064,0.07505005884862383,0.08550163318729084,0.08418396057434122,0.08869320071798067,0.0810307095322698,0.07925670260235877,0.07350066177999907,0.0737674246674843,0.07403288148250108
138858@S,0.05795187522752435,-0.3477112513651461,0.2607834385238596,0.4636150018201948,-0.3477112513651461,-0.3477112513651461,0.2607834385238596,-0.14487968806881088,0.8692781284128653,-0.3477112513651461,-0.3477112513651461,-0.3477112513651461,0.4636150018201948,0.05795187522752435,0.05795187522752435,0.2607834385238596,-0.14487968806881088,0.2607834385238596,-0.14487968806881088,-0.14487968806881088,-0.3477112513651461,0.06920077315720358,0.07603535111500115,0.08156819466321287,0.08441204004441678,0.06336972676140076,0.08553156254993248,0.0814760846550328,0.07317954843407151,0.08471266247591282,0.0715257222457139,0.07702076811525468,0.07685901995074797,0.0751085458320987
29483@H,0.04955791124930051,-0.29734746749580304,0.22301060062185227,-0.12389477812325125,-0.12389477812325125,0.04955791124930051,-0.12389477812325125,-0.12389477812325125,0.39646328999440406,-0.29734746749580304,-0.29734746749580304,-0.12389477812325125,0.5699159793669559,-0.12389477812325125,-0.12389477812325125,0.7433686687395076,0.5699159793669559,0.04955791124930051,-0.29734746749580304,-0.29734746749580304,-0.29734746749580304,0.07118005015752055,0.08527303445948473,0.0878611341392906,0.09354232383335828,0.08547137597829499,0.06850161142256896,0.059854046162674715,0.08737868970773349,0.07635643825729649,0.06794683517198598,0.08054032035651518,0.07172084129610574,0.06437329905716985
327400@H,0.04653341705316351,-0.279200502318981,0.04653341705316351,-0.11633354263290877,0.37226733642530807,-0.11633354263290877,0.04653341705316351,-0.11633354263290877,0.5351342961113804,-0.279200502318981,-0.279200502318981,-0.11633354263290877,0.04653341705316351,-0.11633354263290877,-0.11633354263290877,0.8608682154835249,0.20940037673923578,0.20940037673923578,-0.279200502318981,-0.279200502318981,-0.279200502318981,0.0724893963362889,0.08219112601409066,0.07949170463879023,0.09662025268885045,0.07706819766349292,0.07007238920837054,0.07078954622502319,0.07464406874122825,0.07024542605642133,0.07216179831048881,0.08167739280335527,0.08215864466653054,0.07039005664706854
260821@S,0.49261157100836206,-0.15394111594011314,-0.15394111594011314,-0.36945867825627154,-0.15394111594011314,-0.15394111594011314,-0.15394111594011314,-0.15394111594011314,0.9236466956406788,-0.36945867825627154,-0.36945867825627154,0.06157644637604526,0.7081291333245205,0.06157644637604526,-0.15394111594011314,0.49261157100836206,0.49261157100836206,0.06157644637604526,-0.36945867825627154,-0.36945867825627154,-0.36945867825627154,0.07835786806875623,0.08999792184903871,0.061487007573449104,0.07494887659331234,0.07962085625968657,0.0858786866606883,0.06984809346266023,0.07148501403136132,0.08397027636653026,0.07879377640275552,0.07461113927082526,0.07963757945986734,0.07136290400106869
176850@H,0.06784776762784621,-0.4070866057670773,0.3053149543253079,-0.16961941906961553,0.3053149543253079,0.3053149543253079,0.06784776762784621,-0.16961941906961553,0.3053149543253079,-0.16961941906961553,-0.4070866057670773,-0.16961941906961553,0.3053149543253079,-0.16961941906961553,-0.16961941906961553,0.7802493277202316,0.3053149543253079,0.3053149543253079,-0.4070866057670773,-0.4070866057670773,-0.4070866057670773,0.06643179616876164,0.08831591375388835,0.09575891661246026,0.09193939109823726,0.07764734303737701,0.06619838336071174,0.06406921237305158,0.07518889596515083,0.07331755667136311,0.07125772384555655,0.08870013846356635,0.08196635073189756,0.05920837791797787
