243373@S,0.399351960549163,-0.9983799013729076,1.7970838224712335,-0.9983799013729076,-2.396111763294978,-2.396111763294978,-2.396111763294978,-0.9983799013729076,7.388011270159516,-2.396111763294978,-2.396111763294978,0.399351960549163,5.990279408237445,-0.9983799013729076,0.399351960549163,3.194815684393304,1.7970838224712335,-0.9983799013729076,-2.396111763294978,-0.9983799013729076,-0.9983799013729076,0.42945080216116344,0.5705491978388396
129522@S,0.37201826808107125,-2.2321096084864274,-0.930045670202678,0.37201826808107125,0.37201826808107125,-2.2321096084864274,-0.930045670202678,-0.930045670202678,1.6740822063648204,1.6740822063648204,-0.930045670202678,-0.930045670202678,4.27821008293232,0.37201826808107125,-0.930045670202678,4.27821008293232,-2.2321096084864274,4.27821008293232,-2.2321096084864274,-0.930045670202678,-2.2321096084864274,0.45889228716710223,0.5411077128328929
219062@S,3.0627995681720934,-2.2970996761290703,1.7228247570968027,1.7228247570968027,-0.9571248650537791,-0.9571248650537791,-0.9571248650537791,-0.9571248650537791,5.742749190322676,-2.2970996761290703,-0.9571248650537791,-0.9571248650537791,1.7228247570968027,-0.9571248650537791,-2.2970996761290703,1.7228247570968027,3.0627995681720934,0.3828499460215117,-2.2970996761290703,-0.9571248650537791,-2.2970996761290703,0.5081694375752109,0.49183056242478757
150922@S,2.2431208584354474,-2.990827811247263,2.2431208584354474,2.2431208584354474,-2.990827811247263,-2.990827811247263,0.49847130187454386,-1.2461782546863596,7.477069528118158,0.49847130187454386,-2.990827811247263,-1.2461782546863596,2.2431208584354474,0.49847130187454386,0.49847130187454386,3.987770414996351,-2.990827811247263,2.2431208584354474,-2.990827811247263,-1.2461782546863596,-2.990827811247263,0.47628693476046796,0.5237130652395301
90125@S,2.389273973063452,-3.185698630751269,2.389273973063452,2.389273973063452,-3.185698630751269,-3.185698630751269,2.389273973063452,-1.3273744294796954,7.964246576878172,-3.185698630751269,-3.185698630751269,-1.3273744294796954,4.247598174335025,0.5309497717918781,0.5309497717918781,2.389273973063452,-3.185698630751269,2.389273973063452,-1.3273744294796954,-1.3273744294796954,-3.185698630751269,0.4499894632178924,0.5500105367821103
138858@S,0.39901832631466866,-2.394109957888012,1.7955824684160089,3.1921466105173493,-2.394109957888012,-2.394109957888012,1.7955824684160089,-0.9975458157866717,5.98527489472003,-2.394109957888012,-2.394109957888012,-2.394109957888012,3.1921466105173493,0.39901832631466866,0.39901832631466866,1.7955824684160089,-0.9975458157866717,1.7955824684160089,-0.9975458157866717,-0.9975458157866717,-2.394109957888012,0.47647080575839357,0.5235291942416064
29483@H,0.3167589272568027,-1.9005535635408162,1.4254151726556121,-0.7918973181420067,-0.7918973181420067,0.3167589272568027,-0.7918973181420067,-0.7918973181420067,2.5340714180544217,-1.9005535635408162,-1.9005535635408162,-0.7918973181420067,3.6427276634532317,-0.7918973181420067,-0.7918973181420067,4.75138390885204,3.6427276634532317,0.3167589272568027,-1.9005535635408162,-1.9005535635408162,-1.9005535635408162,0.45496098930722917,0.5450390106927682
327400@H,0.3008356601470272,-1.805013960882163,0.3008356601470272,-0.7520891503675678,2.4066852811762174,-0.7520891503675678,0.3008356601470272,-0.7520891503675678,3.4596100916908132,-1.805013960882163,-1.805013960882163,-0.7520891503675678,0.3008356601470272,-0.7520891503675678,-0.7520891503675678,5.565459712720003,1.3537604706616222,1.3537604706616222,-1.805013960882163,-1.805013960882163,-1.805013960882163,0.4686394591562542,0.531360540843744
260821@S,2.9260150259690776,-0.9143796956153367,-0.9143796956153367,-2.194511269476808,-0.9143796956153367,-0.9143796956153367,-0.9143796956153367,-0.9143796956153367,5.486278173692019,-2.194511269476808,-2.194511269476808,0.3657518782461347,4.206146599830549,0.3657518782461347,-0.9143796956153367,2.9260150259690776,2.9260150259690776,0.3657518782461347,-2.194511269476808,-2.194511269476808,-2.194511269476808,0.46543019463136276,0.5345698053686357
176850@H,0.4384411741004743,-2.630647044602846,1.9729852834521342,-1.0961029352511857,1.9729852834521342,1.9729852834521342,0.4384411741004743,-1.0961029352511857,1.9729852834521342,-1.0961029352511857,-2.630647044602846,-1.0961029352511857,1.9729852834521342,-1.0961029352511857,-1.0961029352511857,5.042073502155455,1.9729852834521342,1.9729852834521342,-2.630647044602846,-2.630647044602846,-2.630647044602846,0.4292909807968555,0.5707090192031455
110692@H,0.29314537333376184,-1.758872240002571,1.3191541800019284,-1.758872240002571,-0.7328634333344046,-0.7328634333344046,-0.7328634333344046,-0.7328634333344046,3.371171793338262,-1.758872240002571,-1.758872240002571,-0.7328634333344046,3.371171793338262,-1.758872240002571,-0.7328634333344046,5.423189406674594,3.371171793338262,0.29314537333376184,-1.758872240002571,-1.758872240002571,-0.7328634333344046,0.5534182156411953,0.4465817843588018
