243373@S,0.07087627970307418,-0.1771906992576855,0.31894325866383383,-0.1771906992576855,-0.4252576782184452,-0.4252576782184452,-0.4252576782184452,-0.1771906992576855,1.3112111745068726,-0.4252576782184452,-0.4252576782184452,0.07087627970307418,1.0631441955461127,-0.1771906992576855,0.07087627970307418,0.5670102376245935,0.31894325866383383,-0.1771906992576855,-0.4252576782184452,-0.1771906992576855,-0.1771906992576855,0.0762181688824765,0.10126006261439639,0.1130351197693056,0.10963015942112124,0.10712962520488971,0.11086086350883526,0.10295835311586123,0.0831697229073771,0.09180690878711935,0.10393101578861826
129522@S,0.07811089199304279,-0.4686653519582567,-0.19527722998260696,0.07811089199304279,0.07811089199304279,-0.4686653519582567,-0.19527722998260696,-0.19527722998260696,0.35149901396869254,0.35149901396869254,-0.19527722998260696,-0.19527722998260696,0.8982752579199922,0.07811089199304279,-0.19527722998260696,0.8982752579199922,-0.4686653519582567,0.8982752579199922,-0.4686653519582567,-0.19527722998260696,-0.4686653519582567,0.0963514132363483,0.11361379195626412,0.09188509731632413,0.11742390145240231,0.10786929154851312,0.0859292440606566,0.08267730463348007,0.1018119615609738,0.09633978666899905,0.10609820756603747
219062@S,0.6274308026957719,-0.4705731020218289,0.3529298265163717,0.3529298265163717,-0.1960721258424287,-0.1960721258424287,-0.1960721258424287,-0.1960721258424287,1.1764327550545723,-0.4705731020218289,-0.1960721258424287,-0.1960721258424287,0.3529298265163717,-0.1960721258424287,-0.4705731020218289,0.3529298265163717,0.6274308026957719,0.07842885033697149,-0.4705731020218289,-0.1960721258424287,-0.4705731020218289,0.10410121557956234,0.10075410999116292,0.11006948810061909,0.09125444871412047,0.09746209235104503,0.09088928173742479,0.11442017777486585,0.10638901900884697,0.09488200062311267,0.08977816611923944
150922@S,0.36090123676804053,-0.48120164902405405,0.36090123676804053,0.36090123676804053,-0.48120164902405405,-0.48120164902405405,0.08020027483734234,-0.20050068709335583,1.2030041225601351,0.08020027483734234,-0.48120164902405405,-0.20050068709335583,0.36090123676804053,0.08020027483734234,0.08020027483734234,0.6416021986987387,-0.48120164902405405,0.36090123676804053,-0.48120164902405405,-0.20050068709335583,-0.48120164902405405,0.07663097740146071,0.08426148428237587,0.1089174569709852,0.11638382206805256,0.10075417970284252,0.11584321945184878,0.09725098181646903,0.0983641970616825,0.09993488872920703,0.10165879251507565
90125@S,0.35641174753032223,-0.475215663373763,0.35641174753032223,0.35641174753032223,-0.475215663373763,-0.475215663373763,0.35641174753032223,-0.19800652640573457,1.1880391584344074,-0.475215663373763,-0.475215663373763,-0.19800652640573457,0.6336208844983506,0.07920261056229383,0.07920261056229383,0.35641174753032223,-0.475215663373763,0.35641174753032223,-0.19800652640573457,-0.19800652640573457,-0.475215663373763,0.06712563429889312,0.08204593478380329,0.10760300127758378,0.10919835996375146,0.09637877505654305,0.10980061572697973,0.10810846952070174,0.11389920503972832,0.10405908598199472,0.10178091835002118
138858@S,0.07516342200179536,-0.45098053201077215,0.33823539900807914,0.6013073760143629,-0.45098053201077215,-0.45098053201077215,0.33823539900807914,-0.18790855500448841,1.1274513300269304,-0.45098053201077215,-0.45098053201077215,-0.45098053201077215,0.6013073760143629,0.07516342200179536,0.07516342200179536,0.33823539900807914,-0.18790855500448841,0.33823539900807914,-0.18790855500448841,-0.18790855500448841,-0.45098053201077215,0.08975321152670838,0.09861764024845784,0.10579372303872848,0.10948218263828538,0.08219036046728982,0.11093420023378535,0.10567425661269401,0.09491367206420445,0.10987208910107074,0.09276866406877544
29483@H,0.063262817629435,-0.37957690577661,0.2846826793324575,-0.1581570440735875,-0.1581570440735875,0.063262817629435,-0.1581570440735875,-0.1581570440735875,0.50610254103548,-0.37957690577661,-0.37957690577661,-0.1581570440735875,0.7275224027385027,-0.1581570440735875,-0.1581570440735875,0.9489422644415251,0.7275224027385027,0.063262817629435,-0.37957690577661,-0.37957690577661,-0.37957690577661,0.09086441333890595,0.10885471747550805,0.11215853868029439,0.119410823098135,0.10910790900470141,0.08744527042207756,0.076406279266391,0.1115426774924328,0.09747229668346329,0.08673707453809004
327400@H,0.060766522201489606,-0.3645991332089376,0.060766522201489606,-0.151916305503724,0.48613217761191685,-0.151916305503724,0.060766522201489606,-0.151916305503724,0.6988150053171306,-0.3645991332089376,-0.3645991332089376,-0.151916305503724,0.060766522201489606,-0.151916305503724,-0.151916305503724,1.1241806607275577,0.2734493499067032,0.2734493499067032,-0.3645991332089376,-0.3645991332089376,-0.3645991332089376,0.09466161719456653,0.10733080009994941,0.10380571083461644,0.12617334169598482,0.10064092948508396,0.09150532379079589,0.09244183652796686,0.09747533595461584,0.09173128715507538,0.09423381726134432
260821@S,0.636129861279836,-0.19879058164994873,-0.19879058164994873,-0.477097395959877,-0.19879058164994873,-0.19879058164994873,-0.19879058164994873,-0.19879058164994873,1.1927434898996925,-0.477097395959877,-0.477097395959877,0.0795162326599795,0.9144366755897644,0.0795162326599795,-0.19879058164994873,0.636129861279836,0.636129861279836,0.0795162326599795,-0.477097395959877,-0.477097395959877,-0.477097395959877,0.10118678219987542,0.11621806898305824,0.0794007366050004,0.0967846093683699,0.10281773151162218,0.11089872883118047,0.09019775543256338,0.09231157921498578,0.1084343190464027,0.10174968880694124
176850@H,0.08809966683406553,-0.5285980010043932,0.39644850075329485,-0.22024916708516382,0.39644850075329485,0.39644850075329485,0.08809966683406553,-0.22024916708516382,0.39644850075329485,-0.22024916708516382,-0.5285980010043932,-0.22024916708516382,0.39644850075329485,-0.22024916708516382,-0.22024916708516382,1.0131461685917538,0.39644850075329485,0.39644850075329485,-0.5285980010043932,-0.5285980010043932,-0.5285980010043932,0.08626104165665148,0.1146773556433167,0.12434202251462666,0.11938240575740336,0.10082432025863348,0.0859579573940005,0.083193249560509,0.09763205062965577,0.09520213474472208,0.09252746184048125
